Package,Name,Version,Architecture
libuvwasi-dev,libuvwasi-dev,0.0.12-1,iphoneos-arm
libvde0,libvde0,2.3.2,iphoneos-arm
libvde-dev,libvde-dev,2.3.2,iphoneos-arm
libvdeplug2,libvdeplug2,2.3.2,iphoneos-arm
libvdeplug-dev,libvdeplug-dev,2.3.2,iphoneos-arm
libvidstab1.1,libvidstab1.1,1.1.0,iphoneos-arm
libvidstab-dev,libvidstab-dev,1.1.0,iphoneos-arm
libvorbis0a,libvorbis0a,1.3.7,iphoneos-arm
libvorbis-dev,libvorbis-dev,1.3.7,iphoneos-arm
libvorbisenc2,libvorbisenc2,1.3.7,iphoneos-arm
libvorbisfile3,libvorbisfile3,1.3.7,iphoneos-arm
libvpx6,libvpx6,1.9.0,iphoneos-arm
libvpx7,libvpx7,1.11.0,iphoneos-arm
libvpx-dev,libvpx-dev,1.9.0,iphoneos-arm
libvterm0,libvterm0,0.3.3,iphoneos-arm
libvterm-bin,libvterm-bin,0.3.3,iphoneos-arm
libvterm-dev,libvterm-dev,0.3.3,iphoneos-arm
libwebp7,libwebp7,1.2.2,iphoneos-arm
libwebpdemux2,libwebpdemux2,1.2.2,iphoneos-arm
libwebp-dev,libwebp-dev,1.2.2,iphoneos-arm
libwebpmux3,libwebpmux3,1.2.2,iphoneos-arm
libwget1,libwget1,2.0.1,iphoneos-arm
libwim15,libwim15,1.13.3,iphoneos-arm
libwim-dev,libwim-dev,1.13.3,iphoneos-arm
libx11-6,libx11-6,1.7.3.1,iphoneos-arm
libx11-data,libx11-data,1.7.3.1,all
libx11-dev,libx11-dev,1.7.3.1,iphoneos-arm
libx11-doc,libx11-doc,1.7.3.1,all
libx11-xcb1,libx11-xcb1,1.7.3.1,iphoneos-arm
libx11-xcb-dev,libx11-xcb-dev,1.7.3.1,iphoneos-arm
libx264-161,libx264-161,0.161.3049+git55d517b,iphoneos-arm
libx264-163,libx264-163,0.163.3049+git5db6aa6,iphoneos-arm
libx264-164,libx264-164,0.164.3095+gitbaee400,iphoneos-arm
libx264-dev,libx264-dev,0.164.3095+gitbaee400,iphoneos-arm
libx265-192,libx265-192,3.4,iphoneos-arm
libx265-199,libx265-199,3.5,iphoneos-arm
libx265-dev,libx265-dev,3.5,iphoneos-arm
libxapian30,libxapian30,1.4.17,iphoneos-arm
libxapian-dev,libxapian-dev,1.4.17,iphoneos-arm
libxar1,libxar1,1.8.0.487.100.1,iphoneos-arm
libxar-dev,libxar-dev,1.8.0.487.100.1,iphoneos-arm
libxau6,libxau6,1.0.9,iphoneos-arm
libxau-dev,libxau-dev,1.0.9,iphoneos-arm
libxaw7,libxaw7,1.0.13,iphoneos-arm
libxaw7-dev,libxaw7-dev,1.0.13,iphoneos-arm
libxcb1,libxcb1,1.14,iphoneos-arm
libxcb1-dev,libxcb1-dev,1.14,iphoneos-arm
libxcb-composite0,libxcb-composite0,1.14,iphoneos-arm
libxcb-composite0-dev,libxcb-composite0-dev,1.14,iphoneos-arm
libxcb-cursor0,libxcb-cursor0,0.1.3,iphoneos-arm
libxcb-cursor-dev,libxcb-cursor-dev,0.1.3,iphoneos-arm
libxcb-damage0,libxcb-damage0,1.14,iphoneos-arm
libxcb-damage0-dev,libxcb-damage0-dev,1.14,iphoneos-arm
libxcb-dpms0,libxcb-dpms0,1.14,iphoneos-arm
libxcb-dpms0-dev,libxcb-dpms0-dev,1.14,iphoneos-arm
libxcb-dri2-0,libxcb-dri2-0,1.14,iphoneos-arm
libxcb-dri2-0-dev,libxcb-dri2-0-dev,1.14,iphoneos-arm
libxcb-dri3-0,libxcb-dri3-0,1.14,iphoneos-arm
libxcb-dri3-dev,libxcb-dri3-dev,1.14,iphoneos-arm
libxcb-ewmh2,libxcb-ewmh2,0.4.0,iphoneos-arm
libxcb-ewmh-dev,libxcb-ewmh-dev,0.4.0,iphoneos-arm
libxcb-glx0,libxcb-glx0,1.14,iphoneos-arm
libxcb-glx0-dev,libxcb-glx0-dev,1.14,iphoneos-arm
libxcb-icccm4,libxcb-icccm4,0.4.0,iphoneos-arm
libxcb-icccm4-dev,libxcb-icccm4-dev,0.4.0,iphoneos-arm
libxcb-image0,libxcb-image0,0.4.0,iphoneos-arm
libxcb-image0-dev,libxcb-image0-dev,0.4.0,iphoneos-arm
libxcb-keysyms1,libxcb-keysyms1,0.4.0,iphoneos-arm
libxcb-keysyms1-dev,libxcb-keysyms1-dev,0.4.0,iphoneos-arm
libxcb-present0,libxcb-present0,1.14,iphoneos-arm
libxcb-present-dev,libxcb-present-dev,1.14,iphoneos-arm
libxcb-randr0,libxcb-randr0,1.14,iphoneos-arm
libxcb-randr0-dev,libxcb-randr0-dev,1.14,iphoneos-arm
libxcb-record0,libxcb-record0,1.14,iphoneos-arm
libxcb-record0-dev,libxcb-record0-dev,1.14,iphoneos-arm
libxcb-render0,libxcb-render0,1.14,iphoneos-arm
libxcb-render0-dev,libxcb-render0-dev,1.14,iphoneos-arm
libxcb-render-util0,libxcb-render-util0,0.3.9,iphoneos-arm
libxcb-render-util0-dev,libxcb-render-util0-dev,0.3.9,iphoneos-arm
libxcb-res0,libxcb-res0,1.14,iphoneos-arm
libxcb-res0-dev,libxcb-res0-dev,1.14,iphoneos-arm
libxcb-screensaver0,libxcb-screensaver0,1.14,iphoneos-arm
libxcb-screensaver0-dev,libxcb-screensaver0-dev,1.14,iphoneos-arm
libxcb-shape0,libxcb-shape0,1.14,iphoneos-arm
libxcb-shape0-dev,libxcb-shape0-dev,1.14,iphoneos-arm
libxcb-shm0,libxcb-shm0,1.14,iphoneos-arm
libxcb-shm0-dev,libxcb-shm0-dev,1.14,iphoneos-arm
libxcb-sync1,libxcb-sync1,1.14,iphoneos-arm
libxcb-sync-dev,libxcb-sync-dev,1.14,iphoneos-arm
libxcb-util1,libxcb-util1,0.4.0,iphoneos-arm
libxcb-util-dev,libxcb-util-dev,0.4.0,iphoneos-arm
libxcb-xf86dri0,libxcb-xf86dri0,1.14,iphoneos-arm
libxcb-xf86dri0-dev,libxcb-xf86dri0-dev,1.14,iphoneos-arm
libxcb-xfixes0,libxcb-xfixes0,1.14,iphoneos-arm
libxcb-xfixes0-dev,libxcb-xfixes0-dev,1.14,iphoneos-arm
libxcb-xinerama0,libxcb-xinerama0,1.14,iphoneos-arm
libxcb-xinerama0-dev,libxcb-xinerama0-dev,1.14,iphoneos-arm
libxcb-xinput0,libxcb-xinput0,1.14,iphoneos-arm
libxcb-xinput-dev,libxcb-xinput-dev,1.14,iphoneos-arm
libxcb-xkb1,libxcb-xkb1,1.14,iphoneos-arm
libxcb-xkb-dev,libxcb-xkb-dev,1.14,iphoneos-arm
libxcb-xrm0,libxcb-xrm0,1.3,iphoneos-arm
libxcb-xrm-dev,libxcb-xrm-dev,1.3,iphoneos-arm
libxcb-xtest0,libxcb-xtest0,1.14,iphoneos-arm
libxcb-xtest0-dev,libxcb-xtest0-dev,1.14,iphoneos-arm
libxcb-xv0,libxcb-xv0,1.14,iphoneos-arm
libxcb-xv0-dev,libxcb-xv0-dev,1.14,iphoneos-arm
libxcb-xvmc0,libxcb-xvmc0,1.14,iphoneos-arm
libxcb-xvmc0-dev,libxcb-xvmc0-dev,1.14,iphoneos-arm
libxcursor1,libxcursor1,1.2.0,iphoneos-arm
libxcursor-dev,libxcursor-dev,1.2.0,iphoneos-arm
libxdamage1,libxdamage1,1.1.5,iphoneos-arm
libxdamage-dev,libxdamage-dev,1.1.5,iphoneos-arm
libxdmcp6,libxdmcp6,1.1.3,iphoneos-arm
libxdmcp-dev,libxdmcp-dev,1.1.3,iphoneos-arm
libxext6,libxext6,1.3.4,iphoneos-arm
libxext-dev,libxext-dev,1.3.4,iphoneos-arm
libxext-doc,libxext-doc,1.3.4,all
libxfixes3,libxfixes3,5.0.3,iphoneos-arm
libxfixes-dev,libxfixes-dev,5.0.3,iphoneos-arm
libxfont2,libxfont2,2.0.4,iphoneos-arm
libxfont-dev,libxfont-dev,2.0.4,iphoneos-arm
libxft2,libxft2,2.3.3,iphoneos-arm
libxft-dev,libxft-dev,2.3.3,iphoneos-arm
libxi6,libxi6,1.7.10,iphoneos-arm
libxi-dev,libxi-dev,1.7.10,iphoneos-arm
libxinerama1,libxinerama1,1.1.4,iphoneos-arm
libxinerama-dev,libxinerama-dev,1.1.4,iphoneos-arm
libxkbfile1,libxkbfile1,1.1.0,iphoneos-arm
libxkbfile-dev,libxkbfile-dev,1.1.0,iphoneos-arm
libxml2,libxml2,2.9.12,iphoneos-arm
libxml2-dev,libxml2-dev,2.9.12,iphoneos-arm
libxml2-utils,libxml2-utils,2.9.12,iphoneos-arm
libxml-parser-perl,libxml-parser-perl,2.46,iphoneos-arm
libxmu6,libxmu6,1.1.3,iphoneos-arm
libxmu-dev,libxmu-dev,1.1.3,iphoneos-arm
libxmuu1,libxmuu1,1.1.3,iphoneos-arm
libxo0,libxo0,1.4.0,iphoneos-arm
libxo-dev,libxo-dev,1.4.0,iphoneos-arm
libxo-tools,libxo-tools,1.4.0,iphoneos-arm
libxpm4,libxpm4,3.5.13,iphoneos-arm
libxpm-dev,libxpm-dev,3.5.13,iphoneos-arm
libxpwn-dev,libxpwn-dev,0.5.8+git20220711.c89fba5,iphoneos-arm
libxrandr2,libxrandr2,1.5.2,iphoneos-arm
libxrandr-dev,libxrandr-dev,1.5.2,iphoneos-arm
libxrender1,libxrender1,0.9.10,iphoneos-arm
libxrender-dev,libxrender-dev,0.9.10,iphoneos-arm
libxres1,libxres1,1.2.1,iphoneos-arm
libxres-dev,libxres-dev,1.2.1,iphoneos-arm
libxss1,libxss1,1.2.3,iphoneos-arm
libxss-dev,libxss-dev,1.2.3,iphoneos-arm
libxt6,libxt6,1.2.1,iphoneos-arm
libxt-dev,libxt-dev,1.2.1,iphoneos-arm
libxtst6,libxtst6,1.2.3,iphoneos-arm
libxtst-dev,libxtst-dev,1.2.3,iphoneos-arm
libxtst-doc,libxtst-doc,1.2.3,iphoneos-arm
libxvidcore4,libxvidcore4,1.3.7,iphoneos-arm
libxvidcore-dev,libxvidcore-dev,1.3.7,iphoneos-arm
libxxf86vm1,libxxf86vm1,1.1.4,iphoneos-arm
libxxf86vm-dev,libxxf86vm-dev,1.1.4,iphoneos-arm
libxxhash0,libxxhash0,0.8.2,iphoneos-arm
libxxhash-dev,libxxhash-dev,0.8.2,iphoneos-arm
libyaml-0-2,libyaml-0-2,0.2.5,iphoneos-arm
libyaml-dev,libyaml-dev,0.2.5,iphoneos-arm
libyaml-tiny-perl,libyaml-tiny-perl,1.73,all
libyasm-dev,libyasm-dev,1.3.0,iphoneos-arm
libzip5,libzip5,1.9.2,iphoneos-arm
libzip-dev,libzip-dev,1.9.2,iphoneos-arm
libzmq5,libzmq5,4.3.4,iphoneos-arm
libzmq-dev,libzmq-dev,4.3.4,iphoneos-arm
libz-ng2,libz-ng2,2.1.6,iphoneos-arm
libz-ng-dev,libz-ng-dev,2.1.6,iphoneos-arm
libzstd1,libzstd1,1.5.5,iphoneos-arm
libzstd-dev,libzstd-dev,1.5.5,iphoneos-arm
lld,lld,14.0.0~5.7.2~RELEASE,iphoneos-arm
lld-14,lld-14,14.0.0~5.7.2~RELEASE,iphoneos-arm
lld-16,lld-16,16.0.0~5.9.2~RELEASE,iphoneos-arm
lldb,lldb,16.0.0~5.9.2~RELEASE,iphoneos-arm
lldb-14,lldb-14,14.0.0~5.7.2~RELEASE,iphoneos-arm
lldb-16,lldb-16,16.0.0~5.9.2~RELEASE,iphoneos-arm
llvm,llvm,16.0.0~5.9.2~RELEASE,iphoneos-arm
llvm-14,llvm-14,14.0.0~5.7.2~RELEASE,iphoneos-arm
llvm-14-dev,llvm-14-dev,14.0.0~5.7.2~RELEASE,iphoneos-arm
llvm-14-linker-tools,llvm-14-linker-tools,14.0.0~5.7.2~RELEASE,iphoneos-arm
llvm-14-runtime,llvm-14-runtime,14.0.0~5.7.2~RELEASE,iphoneos-arm
llvm-16,llvm-16,16.0.0~5.9.2~RELEASE,iphoneos-arm
llvm-16-dev,llvm-16-dev,16.0.0~5.9.2~RELEASE,iphoneos-arm
llvm-16-linker-tools,llvm-16-linker-tools,16.0.0~5.9.2~RELEASE,iphoneos-arm
llvm-16-runtime,llvm-16-runtime,16.0.0~5.9.2~RELEASE,iphoneos-arm
llvm-bolt,llvm-bolt,16.0.0~5.9.2~RELEASE,iphoneos-arm
llvm-dev,llvm-dev,16.0.0~5.9.2~RELEASE,iphoneos-arm
locsim,locsim,1.1.8-1,iphoneos-arm
logcleaner,logcleaner,1.0.0,iphoneos-arm
lolcat,lolcat,1.4,iphoneos-arm
lrzip-next,lrzip-next,0.7.62,iphoneos-arm
lsd,lsd,0.23.1,iphoneos-arm
lsdtrip,lsdtrip,1.0.2,iphoneos-arm
lsof,lsof,73,iphoneos-arm
lua50,lua50,5.0.3,iphoneos-arm
lua5.1,lua5.1,5.1.5,iphoneos-arm
lua5.2,lua5.2,5.2.4,iphoneos-arm
lua5.3,lua5.3,5.3.3,iphoneos-arm
lua5.4,lua5.4,5.4.2,iphoneos-arm
lua-bitop,lua-bitop,1.0.2,iphoneos-arm
lua-inspect,lua-inspect,3.1.3,all
luajit,luajit,2.1.0~beta3,iphoneos-arm
lua-lpeg,lua-lpeg,1.1.0,iphoneos-arm
lua-luv,lua-luv,1.44.2-1,iphoneos-arm
lua-luv-dev,lua-luv-dev,1.44.2-1,iphoneos-arm
lua-mpack,lua-mpack,1.0.10,iphoneos-arm
lynx,lynx,2.9.0dev.10,iphoneos-arm
lz4,lz4,1.9.4,iphoneos-arm
lzfse,lzfse,1.0,iphoneos-arm
lzip,lzip,1.24,iphoneos-arm
lzop,lzop,1.04,iphoneos-arm
m4,m4,1.4.19,iphoneos-arm
make,make,4.4.1,iphoneos-arm
man-db,man-db,2.9.3-3,iphoneos-arm
man-db-locale,man-db-locale,2.9.3-3,iphoneos-arm
mawk,mawk,1.3.4.20200120,iphoneos-arm
mc,Midnight Commander,4.8.26,iphoneos-arm
mc-locale,mc-locale,4.8.26,iphoneos-arm
mediacli,MediaCLI,1.2,iphoneos-arm
mesa-common-dev,mesa-common-dev,21.0.2,iphoneos-arm
mesa-demos,mesa-demos,8.4.0,iphoneos-arm
meson,meson,0.64.0,all
micro,micro,2.0.8,iphoneos-arm
minisign,minisign,0.9,iphoneos-arm
misc-cmds,misc-cmds,39,iphoneos-arm
mlir-16-tools,mlir-16-tools,16.0.0~5.9.2~RELEASE,iphoneos-arm
mmdb-bin,mmdb-bin,1.6.0,iphoneos-arm
moon-buggy,moon-buggy,1.0.51-1,iphoneos-arm
mosh,mosh,1.3.2-5,iphoneos-arm
most,most,5.1.0,iphoneos-arm
mpg123,mpg123,1.26.3,iphoneos-arm
mterminal,MTerminal,1.5-2,iphoneos-arm
mtr,mtr,0.95,iphoneos-arm
mtree-netbsd,mtree-netbsd,20180822-6,iphoneos-arm
myman,MyMan (Terminal Pacman),0.7.1,iphoneos-arm
nano,nano,7.2,iphoneos-arm
nasm,nasm,2.15.05,iphoneos-arm
ncat,ncat,7.92,iphoneos-arm
ncdu,ncdu,1.15.1,iphoneos-arm
ncurses-bin,ncurses-bin,6.4,iphoneos-arm
ncurses-doc,ncurses-doc,6.4,all
ncurses-term,ncurses-term,6.4,all
nebula-keyring,nebula-keyring,2022.09.15,all
nekofetch,nekofetch,1.4+git20210404.baac624,iphoneos-arm
neofetch,neofetch,7.3.11,all
neovim,neovim,0.9.0,iphoneos-arm
netcat,netcat,0.7.1-2,iphoneos-arm
netcat-locale,netcat-locale,0.7.1-2,iphoneos-arm
nettle-bin,nettle-bin,3.9.1,iphoneos-arm
nettle-dev,nettle-dev,3.9.1,iphoneos-arm
network-cmds,network-cmds,669,iphoneos-arm
nghttp2-client,nghttp2-client,1.61.0,iphoneos-arm
nghttp2-proxy,nghttp2-proxy,1.61.0,iphoneos-arm
nghttp2-server,nghttp2-server,1.61.0,iphoneos-arm
nginx,nginx,1.21.5-5,iphoneos-arm
nginx-common,nginx-common,1.21.5-5,iphoneos-arm
nginx-core,nginx-core,1.21.5-5,iphoneos-arm
nginx-full,nginx-full,1.21.5-5,iphoneos-arm
nginx-light,nginx-light,1.21.5-5,iphoneos-arm
ngtcp2-client,ngtcp2-client,1.4.0,iphoneos-arm
ngtcp2-server,ngtcp2-server,1.4.0,iphoneos-arm
nickchan-keyring,Nick Chan APT Keyring,2021.08.06,all
ninja,ninja,1.11.1,iphoneos-arm
nload,nload,0.7.4-1,iphoneos-arm
nmap,nmap,7.92,iphoneos-arm
nmap-common,nmap-common,7.92,all
nodejs,nodejs,14.13.1,iphoneos-arm
notifyutil,notifyutil,279.40.4,iphoneos-arm
npm,npm,6.14.8,all
nyuszika7h-keyring,nyuszika7h-keyring,2022.10.12,all
odcctools,odcctools,973.0.1-1,iphoneos-arm
odyssey-keyring,Odyssey APT Keyring,2021.07.20,all
ondeviceconsole,ondeviceconsole,1.0.1,iphoneos-arm
openexr,openexr,2.5.3,iphoneos-arm
openjdk-16-jdk,openjdk-16-jdk,16.0.0+git20201217.8383f41-2,iphoneos-arm
openjdk-16-jre,openjdk-16-jre,16.0.0+git20201217.8383f41-2,iphoneos-arm
openjdk-17-jdk,openjdk-17-jdk,17+16,iphoneos-arm
openjdk-17-jre,openjdk-17-jre,17+16,iphoneos-arm
openjdk-jdk,openjdk-jdk,17+16,iphoneos-arm
openjdk-jre,openjdk-jre,17+16,iphoneos-arm
openssh,openssh,1:0,iphoneos-arm
openssh-client,openssh-client,9.7p1,iphoneos-arm
openssh-server,openssh-server,9.7p1,iphoneos-arm
openssh-sftp-server,openssh-sftp-server,9.7p1,iphoneos-arm
openssl,openssl,3.2.1,iphoneos-arm
org.coolstar.sileo,Sileo,2.5,iphoneos-arm
oslog,oslog,0.0.4.3,iphoneos-arm
ovh-ttyrec,ovh-ttyrec,1.1.6.7,iphoneos-arm
p11-kit,p11-kit,0.25.3,iphoneos-arm
p11-kit-modules,p11-kit-modules,0.25.3,iphoneos-arm
p7zip,7-zip (POSIX),17.04,iphoneos-arm
packix-keyring,Packix APT Keyring,2021.07.19,all
pasteboard-utils,pasteboard-utils,1.0.0,iphoneos-arm
patch,patch,2.7.6,iphoneos-arm
patchutils,patchutils,0.4.2,iphoneos-arm
pbzx,pbzx,1.0.2,iphoneos-arm
pcre2-utils,pcre2-utils,10.43,iphoneos-arm
pcregrep,pcregrep,8.45-1,iphoneos-arm
perl,perl,5.32.1,iphoneos-arm
pfetch,pfetch,0.6.0,iphoneos-arm
pincrush,pincrush,0.9.2,iphoneos-arm
pinentry,pinentry,1.3.0,iphoneos-arm
pkg-config,pkg-config,0.29.2-3,iphoneos-arm
plistbuddy,plistbuddy,2021.08.01,iphoneos-arm
plutil,plutil,0.2.2-1,iphoneos-arm
po4a,po4a,0.63,all
po4a-locale,po4a-locale,0.63,all
pojavlauncher,PojavLauncher iOS,1.2,iphoneos-arm
pongoterm,pongoterm,2022.12.21,iphoneos-arm
procursus-keyring,procursus-keyring,2020.05.09-4,all
profile.d,Profile Directory,0-7,iphoneos-arm
progress,progress,0.16,iphoneos-arm
propr-keyring,propr's APT Keyring,2021.07.15,all
protobuf-compiler,protobuf-compiler,3.21.2,iphoneos-arm
pstree,pstree,2.39,iphoneos-arm
pup,pup,0.4.0+git20190919.681d7bb,iphoneos-arm
python3,python3,3.9.9-1,iphoneos-arm
python3.9,python3.9,3.9.9-1,iphoneos-arm
python3-binwalk,python3-binwalk,2.3.3,all
python3-glances,python3-glances,3.2.4.2,iphoneos-arm
python3-kimg4,python3-kimg4,0.1.1,all
python3-libxml2,python3-libxml2,2.9.12,iphoneos-arm
python3-prompt-toolkit,python3-prompt-toolkit,3.0.25-1,all
python3-psutil,python3-psutil,5.8.0,iphoneos-arm
python3-pyaes,python3-pyaes,1.6.1,all
python3-pygments,python3-pygments,2.9.0,all
python3-unicorn,python3-unicorn,2.0.1.post1,iphoneos-arm
python3-wcwidth,python3-wcwidth,0.2.5,iphoneos-arm
python3-xcbgen,python3-xcbgen,1.14.1,iphoneos-arm
python3-yaml,python3-yaml,5.4.1.1,iphoneos-arm
pzb,partialZipBrowser,36-1,iphoneos-arm
qemu-block-extra,qemu-block-extra,5.2.0,iphoneos-arm
qemu-system,qemu-system,5.2.0,all
qemu-system-arm,qemu-system-arm,5.2.0,iphoneos-arm
qemu-system-common,qemu-system-common,5.2.0,iphoneos-arm
qemu-system-data,qemu-system-data,5.2.0,all
qemu-system-mips,qemu-system-mips,5.2.0,iphoneos-arm
qemu-system-misc,qemu-system-misc,5.2.0,iphoneos-arm
qemu-system-ppc,qemu-system-ppc,5.2.0,iphoneos-arm
qemu-system-sparc,qemu-system-sparc,5.2.0,iphoneos-arm
qemu-system-x86,qemu-system-x86,5.2.0,iphoneos-arm
qemu-utils,qemu-utils,5.2.0,iphoneos-arm
qrencode,qrencode,4.1.1,iphoneos-arm
radare2,radare2,5.8.2-1,iphoneos-arm
rar,rar,7.0.1,iphoneos-arm
rav1e,rav1e,0.5.1,iphoneos-arm
rbw,rbw,1.0.0,iphoneos-arm
rc,rc,1.7.4,iphoneos-arm
rclone,rclone,1.55.0,iphoneos-arm
recode,recode,3.7.8,iphoneos-arm
recode-locale,recode-locale,3.7.8,iphoneos-arm
redis-sentinel,redis-sentinel,6.2.6,iphoneos-arm
redis-server,redis-server,6.2.6,iphoneos-arm
redis-tools,redis-tools,6.2.6,iphoneos-arm
remote-cmds,remote-cmds,302,iphoneos-arm
ripgrep,ripgrep,12.1.1,iphoneos-arm
rsync,rsync,3.2.4-1,iphoneos-arm
rtmpdump,rtmpdump,2.4+20151223.gitfa8646d.1,iphoneos-arm
rubberband-cli,rubberband-cli,2.0.2,iphoneos-arm
ruby,ruby,3.1.2,iphoneos-arm
ruby3.1,ruby3.1,3.1.2,iphoneos-arm
ruby3.1-dev,ruby3.1-dev,3.1.2,iphoneos-arm
ruby3.1-doc,ruby3.1-doc,3.1.2,all
rust,rust,1.44.1+nightly,iphoneos-arm
rust-toolchain,rust-toolchain,1.44.1+nightly,iphoneos-arm
scdaemon,scdaemon,2.4.5,iphoneos-arm
screen,screen,4.9.0,iphoneos-arm
scrypt,scrypt,1.3.1,iphoneos-arm
sed,sed,4.9,iphoneos-arm
sensible-utils,sensible-utils,0.0.17,iphoneos-arm
sgmlspl,sgmlspl,1.1,all
sha3sum,sha3sum,1.2.1,iphoneos-arm
shairport-sync,shairport-sync,3.3.9,iphoneos-arm
shc,shc,4.0.3,iphoneos-arm
shell-cmds,shell-cmds,309,iphoneos-arm
shshd,shshd,1.1.1,iphoneos-arm
siguza-utils,siguza-utils,1.0+git20230414.6087a61,iphoneos-arm
sl,sl,5.06,iphoneos-arm
slsh,slsh,2.3.2,iphoneos-arm
snaprestore,snaprestore,0.3,iphoneos-arm
snaputil,snaputil,12.1,iphoneos-arm
sndfile-programs,sndfile-programs,1.0.31,iphoneos-arm
snoolie-keyring,snoolie-keyring,2023.05.02,all
socat,socat,1.7.4.3,iphoneos-arm
speedtest-cli,speedtest-cli,2.1.3,all
speex,speex,1.2.0,iphoneos-arm
spotifyd,spotifyd,0.3.4,iphoneos-arm
sqlite3,sqlite3,3.34.1,iphoneos-arm
srt-tools,srt-tools,1.4.4,iphoneos-arm
sshpass,sshpass,1.06,iphoneos-arm
starship,starship,0.53.0,iphoneos-arm
stkc-keyring,stkc's APT Keyring,2021.07.26,all
stow,stow,2.3.1,all
sudo,sudo,1.9.15p5,iphoneos-arm
sudoku,sudoku,1.0.5,iphoneos-arm
sunchipnacho-keyring,sunchipnacho-keyring,2022.02.24,all
swift,swift,5.9.2~RELEASE,iphoneos-arm
swift-5.7.2,swift-5.7.2,5.7.2~RELEASE,iphoneos-arm
swift-5.9.2,swift-5.9.2,5.9.2~RELEASE,iphoneos-arm
system-cmds,system-cmds,880.60.2-1,iphoneos-arm
tale-keyring,Tale APT Keyring,2021.10.10,all
tapi,tapi,1500.0.12.3,iphoneos-arm
tar,tar,1.35,iphoneos-arm
tcc,tcc,0.9.27+git20230222.605538f,iphoneos-arm
tcpdump,tcpdump,4.99.1-1,iphoneos-arm
tcsh,tcsh,6.22.04,iphoneos-arm
tcsh-locale,tcsh-locale,6.22.04,iphoneos-arm
tea,tea,0.8.0,iphoneos-arm
term-fireworks,term-fireworks,1.0.4,iphoneos-arm
tesseract-ocr,tesseract-ocr,5.1.0,iphoneos-arm
texinfo,texinfo,6.7,iphoneos-arm
text-cmds,text-cmds,1:165.100.8,iphoneos-arm
theos-dependencies,Theos Dependencies,0-1,all
tigervnc-common,tigervnc-common,1.11.0,iphoneos-arm
tigervnc-scraping-server,tigervnc-scraping-server,1.11.0,iphoneos-arm
tigervnc-standalone-server,tigervnc-standalone-server,1.11.0,iphoneos-arm
tigervnc-xorg-extension,tigervnc-xorg-extension,1.11.0,iphoneos-arm
tigisoftware-keyring,TIGI Software APT Keyring,2021.07.23,all
tmate,tmate,2.4.0,iphoneos-arm
tmux,tmux,3.4,iphoneos-arm
tokei,tokei,12.1.2,iphoneos-arm
top,top,125,iphoneos-arm
tor,tor,0.4.7.8,iphoneos-arm
tor-geoipdb,tor-geoipdb,0.4.7.8,iphoneos-arm
torsocks,torsocks,2.3.0,iphoneos-arm
toybox,toybox,0.8.6,iphoneos-arm
transmission,transmission,3.00-1,iphoneos-arm
tree,tree,2.0.1,iphoneos-arm
triehash,triehash,0.3,all
trustcache,trustcache,2.0,iphoneos-arm
tsschecker,tsschecker,359,iphoneos-arm
ttyrec,ttyrec,1.0.8,iphoneos-arm
txt2man,txt2man,1.7.1,iphoneos-arm
uikittools,uikittools,2.1.7,iphoneos-arm
uikittools-extra,uikittools-extra,2.1.7,iphoneos-arm
unrar,unrar,7.0.7,iphoneos-arm
unxip,unxip,2021.08.01,iphoneos-arm
unzip,unzip,6.0-28,iphoneos-arm
upx-ucl,upx-ucl,3.96,iphoneos-arm
usbfluxd,usbfluxd,1.2.0+git20210920.0723a9a,iphoneos-arm
usb.ids,usb.ids,2022.05.20,iphoneos-arm
usbmuxd,usbmuxd,1.1.1+git20220619.f50e52f-1,iphoneos-arm
usbmuxd2,usbmuxd2,46,iphoneos-arm
usbutils,usbutils,014,iphoneos-arm
utm-keyring,utm-keyring,2022.05.07,all
uuid,uuid,1.6.2-3,iphoneos-arm
vde2,vde2,2.3.2,iphoneos-arm
vde2-cryptcab,vde2-cryptcab,2.3.2,iphoneos-arm
vi,vi,070224,iphoneos-arm
vim,vim,9.0.1000,iphoneos-arm
vpx-tools,vpx-tools,1.11.0,iphoneos-arm
webp,webp,1.2.2,iphoneos-arm
weechat,weechat,2.9,iphoneos-arm
weechat-core,weechat-core,2.9,iphoneos-arm
weechat-curses,weechat-curses,2.9,iphoneos-arm
weechat-dev,weechat-dev,2.9,iphoneos-arm
weechat-headless,weechat-headless,2.9,iphoneos-arm
wget,wget,1.24.5,iphoneos-arm
wget2,wget2,2.0.1,iphoneos-arm
wget2-dev,wget2-dev,2.0.1,iphoneos-arm
whois,whois,5.5.7-1,iphoneos-arm
whois-locale,whois-locale,5.5.7-1,iphoneos-arm
wimtools,wimtools,1.13.3,iphoneos-arm
wptc-track,wptc-track,2020.09.26,iphoneos-arm
wtfutil,wtfutil,0.36.0,iphoneos-arm
x11-apps,x11-apps,7.7+8,iphoneos-arm
x11proto-dev,x11proto-dev,2021.5,all
x264,x264,0.164.3095+gitbaee400,iphoneos-arm
x265,x265,3.5,iphoneos-arm
xapian-examples,xapian-examples,1.4.17,iphoneos-arm
xapian-tools,xapian-tools,1.4.17,iphoneos-arm
xar,xar,1.8.0.487.100.1,iphoneos-arm
xauth,xauth,1.1,iphoneos-arm
xbitmaps,xbitmaps,1.1.0,all
xcb-proto,xcb-proto,1.14.1,iphoneos-arm
